CANONICAL_SMILES CMPD_CHEMBLID PCHEMBL_VALUE ASSAY_CHEMBLID ASSAY_TYPE PREF_NAME JOURNAL_YEAR_VOLUME_ISSUE_FIRST_PAGE
CC(C)[C@@]1(CC[C@H](C1)N[C@@H]2C[C@H](C)c3cc(Br)ccc23)C(=O)N4CCc5ccc(cc5C4)C(F)(F)F CHEMBL3417240 6.86 CHEMBL3418234 B C-C:chemokine:receptor:type:2 Eur._J._Med._Chem._2015_93__121
Clc1cnc(Oc2cccc(c2)C(=O)NCCN3CCNCC3)c(NS(=O)(=O)c4ccc(Cl)c(Cl)c4)c1 CHEMBL1924009 6.7 CHEMBL1925695 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2011_21_24_7291
Cc1ccc(CN2CC[C@H](C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c(C)c1 CHEMBL337246 6.54 CHEMBL655691 B C-C:chemokine:receptor:type:2 J._Med._Chem._2003_46_19_4070
Oc1ccc2[nH]cc(C3CCN(C[C@@H]4CC[C@H](CC4)NC(=O)\C=C\c5ccc(Cl)c(Cl)c5)CC3)c2c1 CHEMBL253424 6.5 CHEMBL946042 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2008_18_4_1450
Cc1ccc(CN2CC[C@H](C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c(C)c1 CHEMBL337246 6.5 CHEMBL875065 B C-C:chemokine:receptor:type:2 J._Med._Chem._2003_46_19_4070
Brc1ccc(\C=C\C(=O)NCCCCCN2CCC(CC2)c3c[nH]c4ccccc34)cc1 CHEMBL297033 6.46 CHEMBL946042 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2008_18_4_1450
Oc1cccc2[nH]cc(C3CCN(CCCCCNC(=O)\C=C\c4ccc(Cl)c(Cl)c4)CC3)c12 CHEMBL54192 6.44 CHEMBL655688 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2000_10_16_1803
CS(=O)(=O)Nc1cc(Cl)ccc1Oc2ccccc2C(=O)O CHEMBL1171788 6.4 CHEMBL1174375 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2010_20_13_3961
CO[C@@H]1COCC[C@@H]1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4C[C@@H]5C[C@H]4CN5c6cccc(OC(F)(F)F)c6 CHEMBL3650374 6.33 CHEMBL3706065 B C-C:chemokine:receptor:type:2 _2014
CN(Cc1ccc(NC(=O)C2=Cc3cc(ccc3CCC2)c4ccc(C)cc4)cc1)C5CCOCC5 CHEMBL131243 6.23 CHEMBL856950 B C-C:chemokine:receptor:type:2 J._Med._Chem._2003_46_19_4070
Clc1ccc(\C=C\C(=O)N[C@@H]2CC[C@@H](CN3CCC(CC3)c4c[nH]c5ccccc45)CC2)cc1Cl CHEMBL71297 6.19 CHEMBL946042 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2008_18_4_1450
Cc1ncccc1Oc2ncc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3 CHEMBL1170725 5.9 CHEMBL1925745 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2011_21_24_7291
O=C(NCCCCCN1CCC(CC1)c2c[nH]c3ccccc23)\C=C\c4ccc(cc4)c5ccccc5 CHEMBL53131 5.83 CHEMBL946042 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2008_18_4_1450
Clc1ccc(Cn2ccnn2)c(NS(=O)(=O)c3cccc(c3)C#N)c1 CHEMBL2207092 5.8 CHEMBL2213079 B C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2012_22_23_7252
Clc1cnc(Oc2ccccc2C(=O)NCCN3CCCC3)c(NS(=O)(=O)c4ccc(Cl)c(Cl)c4)c1 CHEMBL1924011 5.6 CHEMBL1925745 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2011_21_24_7291
CN(Cc1ccc(NC(=O)C2=Cc3cc(ccc3CCC2)c4ccc(C)cc4)cc1)C5CCOCC5 CHEMBL131243 5.59 CHEMBL651931 B C-C:chemokine:receptor:type:2 J._Med._Chem._2003_46_19_4070
O=C(NCCCCCN1CCC(CC1)c2c[nH]c3ccccc23)\C=C\c4ccc(cc4)C#N CHEMBL53557 5.55 CHEMBL946042 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2008_18_4_1450
Clc1ccccc1\C=C\C(=O)NCCCCCN2CCC(CC2)c3c[nH]c4ccccc34 CHEMBL53930 5.36 CHEMBL655688 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2000_10_16_1803
CN(Cc1ccc(NC(=O)C2=Cc3cc(ccc3CCC2)c4ccc(C)cc4)cc1)C5CCOCC5 CHEMBL131243 5.32 CHEMBL651925 B C-C:chemokine:receptor:type:2 J._Med._Chem._2003_46_19_4070
Clc1ccc(cc1Cl)C(=O)NCCCCCN2CCC(CC2)c3c[nH]c4ccccc34 CHEMBL433081 5.29 CHEMBL655688 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2000_10_16_1803
O=C(NCCCCCN1CCC(CC1)c2c[nH]c3ccccc23)c4ccc(cc4)c5ccccc5 CHEMBL53819 5.27 CHEMBL655688 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2000_10_16_1803
Oc1ccc(\C=C\C(=O)NCCCCCN2CCC(CC2)c3c[nH]c4ccccc34)cc1 CHEMBL50301 5.2 CHEMBL946042 F C-C:chemokine:receptor:type:2 Bioorg._Med._Chem._Lett._2008_18_4_1450
Cc1ccc(CN2CC[C@H](C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c(C)c1 CHEMBL337246 5.11 CHEMBL651930 B C-C:chemokine:receptor:type:2 J._Med._Chem._2003_46_19_4070
