CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL122	21697	CHEMBL122	21697	ROFECOXIB	ROFECOXIB	314.36	2.87	68.81	0	CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3	7817701	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL35	2046	CHEMBL35	2046	FUROSEMIDE	FUROSEMIDE	330.74	1.4	131.01	0	NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl	7663708	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1628227	1051118	CHEMBL1628227	1051118	DOXEPIN	DOXEPIN	279.38	3.91	12.47	0	CN(C)CCC=C1c2ccccc2COc3ccccc13	7688072	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL91	8917	CHEMBL91	8917	MICONAZOLE	MICONAZOLE	416.13	5.65	27.05	1	Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1	7754124	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL460291	453548	CHEMBL460291	453548	LACIDIPINE	LACIDIPINE	455.54	3.82	90.93	0	CCOC(=O)C1=C(C)NC(=C(C1c2ccccc2\C=C\C(=O)OC(C)(C)C)C(=O)OCC)C	7772072	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1200528	674479	CHEMBL1200528	674479	CHROMIC CHLORIDE	CHROMIUM(III) CHLORIDE						7710138	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1909079	1249004	CHEMBL1909079	1249004	STANNOUS FLUORIDE	STANNOUS FLUORIDE					F[Sn]F	7798947	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL506247	464846	CHEMBL506247	464846	TANNIC ACID	TANNIC ACID	1701.2				Oc1cc(cc(O)c1O)C(=O)Oc2cc(cc(O)c2O)C(=O)OC[C@H]3O[C@@H](OC(=O)c4cc(O)c(O)c(OC(=O)c5cc(O)c(O)c(O)c5)c4)[C@H](OC(=O)c6cc(O)c(O)c(OC(=O)c7cc(O)c(O)c(O)c7)c6)[C@@H](OC(=O)c8cc(O)c(O)c(OC(=O)c9cc(O)c(O)c(O)c9)c8)[C@@H]3OC(=O)c%10cc(O)c(O)c(OC(=O)c%11cc(O)c(O)c(O)c%11)c%10	7805998	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL184	365538	CHEMBL184	365538	ACYCLOVIR	ACYCLOVIR	225.2	-.65	119.31	0	Nc1nc(O)c2ncn(COCCO)c2n1	7629317	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1489	418401	CHEMBL1489	418401	AZACITIDINE	AZACITIDINE	244.2	-2.51	140.97	0	NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O	7617489	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL498	8516	CHEMBL498	8516	CHLORPROPAMIDE	CHLORPROPAMIDE	276.74	2.06	83.65	0	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	7709993	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1502	419598	CHEMBL1502	419598	PANTOPRAZOLE	PANTOPRAZOLE	383.37	2.74	105.54	0	COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC	7740458	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL720	35486	CHEMBL720	35486	BENZYL ALCOHOL	BENZYL ALCOHOL	108.14	1.23	20.23	0	OCc1ccccc1	7619461	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1200600	674551	CHEMBL1200600	674551	FLUOROMETHOLONE	FLUOROMETHOLONE	376.46	2.31	74.6	0	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14	7655139	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL459	3730	CHEMBL459	3730	METHYLDOPA	METHYLDOPA	211.21	-1.78	103.78	0	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	7764538	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1483	406787	CHEMBL1483	406787	ALBENDAZOLE	ALBENDAZOLE	265.33	3.07	92.31	0	CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1	7637308	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL167911	278091	CHEMBL167911	278091	DICHLORVOS	DICHLORVOS	220.98	.47	54.57	0	COP(=O)(OC)OC=C(Cl)Cl	7711351	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL563	16308	CHEMBL563	16308	FLURBIPROFEN	FLURBIPROFEN	244.26	3.68	37.29	0	CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2	7676443	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1444	374548	CHEMBL1444	374548	LETROZOLE	LETROZOLE	285.3	2.75	78.28	0	N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3	7772204	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL420	1202	CHEMBL420	1202	GUANABENZ	GUANABENZ	231.08	2.19	74.26	0	NC(=N)N\N=C\c1c(Cl)cccc1Cl	7655708	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1592	454141	CHEMBL1592	454141	QUINAPRIL	QUINAPRIL	438.52	.66	95.94	0	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O	7718189	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL19224	21716	CHEMBL19224	21716	PAPAVERINE	PAPAVERINE	339.39	3.5	49.81	0	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	7744796	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1237044	699395	CHEMBL1237044	699395	TRAMADOL	TRAMADOL	263.38	2.7	32.7	0	COc1cccc(c1)C2(O)CCCCC2CN(C)C	7806644	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL242273	386297	CHEMBL242273	386297	SAFROLE	SAFROLE	162.19	2.61	18.46	0	C=CCc1ccc2OCOc2c1	7822074	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1566	448986	CHEMBL1566	448986	ACARBOSE	ACARBOSE	645.6	-6.84	321.17	3	C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]4C=C(CO)[C@@H](O)[C@H](O)[C@H]4O	7629199	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL844	62817	CHEMBL844	62817	BRIMONIDINE	BRIMONIDINE	292.13	1.24	62.2	0	Brc1c(NC2=NCCN2)ccc3nccnc13	7599639	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1200623	674574	CHEMBL1200623	674574	ETHYLESTRENOL	ETHYLESTRENOL	288.47	5	20.23	0	CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C	7658760	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL3559671	1941482	CHEMBL3559671	1941482	POLYVINYL ALCOHOL	POLYVINYL ALCOHOL						7734690	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL421	1223	CHEMBL421	1223	SULFASALAZINE	SULFASALAZINE	398.39	3.46	149.69	0	OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3	7816411	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1909056	1248980	CHEMBL1909056	1248980	COBALT(II) ACETYLACETONATE	COBALT(II) ACETYLACETONATE						7678356	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL84158	132933	CHEMBL84158	132933	TIAPRIDE	TIAPRIDE	328.43	1.38	84.09	0	CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C	7804247	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL894	77128	CHEMBL894	77128	BUPROPION	BUPROPION	239.74	3.12	29.1	0	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	7602685	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL26260	37986	CHEMBL26260	37986	BETA-NAPHTHOFLAVONE	BETA-NAPHTHOFLAVONE	272.3	4.04	26.3	0	O=C1C=C(Oc2ccc3ccccc3c12)c4ccccc4	7610838	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1754	581848	CHEMBL1754	581848	DOXAPRAM	DOXAPRAM	378.51	3.04	32.78	0	CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4	7679339	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL629	27072	CHEMBL629	27072	AMITRIPTYLINE	AMITRIPTYLINE	277.4	4.77	3.24	0	CN(C)CCC=C1c2ccccc2CCc3ccccc13	7637755	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL437002	406380	CHEMBL437002	406380		1-(2-FLUOROBENZOYL)-4-(PHENYLMETHYL)-PIPERIDINE	297.37	4.11	20.31	0	Fc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2	7633932	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL707	33373	CHEMBL707	33373	DOXAZOSIN	DOXAZOSIN	451.48	2.49	112.27	0	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4	7683797	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL340978	219327	CHEMBL340978	219327	BENOXAPROFEN	BENOXAPROFEN	301.72	4.07	63.33	0	CC(C(=O)O)c1ccc2oc(nc2c1)c3ccc(Cl)cc3	7617772	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL434	1994	CHEMBL434	1994	ISOPROTERENOL	ISOPRENALINE	211.26	1.1	72.72	0	CC(C)NCC(O)c1ccc(O)c(O)c1	7778120	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL269732	924	CHEMBL269732	924	TACROLIMUS	TACROLIMUS	804.02	4.83	178.36	2	CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC	7797443	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774735	CHEMBL1909124	B	DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)	15	DrugMatrix			32644	Autocuration	BAO_0000249	11575	CHEMBL4015	SINGLE PROTEIN	P41597	C-C chemokine receptor type 2	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
